1434	I love you.	405410	Em yêu anh!
1434	I love you.	515073	Anh phải lòng em.
1435	I don't like you anymore.	5725	Tao không thích mày nữa.
1437	Congratulations!	5726	Xin chúc mừng!
1439	Why don't you come visit us?	934992	Sao bạn không tới thăm tụi tôi?
1443	I don't know what to do anymore.	5727	Tôi không còn biết phải làm gì nữa.
1446	I didn't want this to happen.	5728	Tôi cũng không muốn vụ này xảy ra.
1447	You can probably guess what happens though.	5729	Chắc bạn cũng đoán được cái gì xảy ra mà.
1449	What other options do I have?	5730	Tôi còn có sự chọn lựa nào khác nữa?
1451	I have nothing better to do.	5731	Tôi không có gì tốt hơn để làm hết.
1453	Everyone has strengths and weaknesses.	5732	Người nào cũng có cái hay và cái dở của họ.
1459	I don't know if I still have it.	5733	Không biết là tôi còn không nữa.
1460	What do you think I've been doing?	5734	Bạn nghĩ tôi đang làm gì?
1462	My mom doesn't speak English very well.	5735	Mẹ của tôi không nói tiếng Anh giỏi lắm.
1466	How do you find food in outer space?	5736	Làm sao để tìm được thức ăn khi đang ở ngoài không gian?
1468	Everyone wants to meet you. You're famous!	5737	Mọi người muốn gặp bạn vì bạn nổi tiếng!
1470	I utterly despise formal writing!	5738	Tôi rất ghét phải viết theo khuôn mẫu!
1473	What keeps you up so late?	5739	Bạn làm gì mà thức khuya quá vậy?
1476	You're not fast enough.	5740	Bạn không đủ nhanh.
1477	Life is hard, but I am harder.	5741	Cuộc sống thì khó khăn đấy, nhưng tôi mạnh mẽ hơn nó nhiều.
1479	Stop it! You're making her feel uncomfortable!	5742	Đừng! Mày đang làm cô ấy bực bội đấy.
1480	Nothing is beautiful but the truth.	5743	Chỉ có sự thật là tốt đẹp.
1482	I don't speak Japanese.	5744	Tôi không biết nói tiếng Nhật.
1482	I don't speak Japanese.	510358	Tôi không nói tiếng Nhật.
1484	Nobody understands me.	5745	Không ai hiểu được tôi hết.
1488	I just wanted to check my email.	421462	Tôi chỉ muốn kiểm tra hòm thư điện tử thôi.
1498	Stop seeing me as a "normal" person!	5746	Đừng coi tôi như người "bình thường"!
1499	Are you referring to me?	3481620	Bạn đang nói về tôi à?
1508	"What's going on in the cave? I'm curious." "I have no idea."	5748	"Trong hang đang xảy ra chuyện gì vậy? Tôi rất là tò mò." "Tôi cũng không biết nữa."
1510	Uh... How's that working?	5750	Ờ... cái đó sao rồi?
1511	"To tell you the truth, I am scared of heights." "You are a coward!"	5751	"Nói thật là tôi rất là sợ độ cao." "Bạn nhát quá!"
1512	"Trust me," he said.	5752	"Tin tôi đi," anh ấy nói.
1513	"This is what I was looking for!" he exclaimed.	5753	"Đây đúng là thứ mà tôi đang tìm" anh ta kêu lên.
1519	Someday I'll run like the wind.	5754	Sẽ có một ngày tôi sẽ chạy nhanh như gió.
1522	Let me know if there is anything I can do.	5755	Cần gì thì cứ việc nói với tôi.
1527	"I feel like playing cards." "So do I."	5757	"Tôi muốn đánh bài." "Tôi cũng vậy."
1532	Communism will never be reached in my lifetime.	5758	Cộng sản sẽ chẳng bao giờ tồn tại đến đời của tôi.
1536	Place the deck of cards on the oaken table.	5759	Làm ơn để bộ bài trên bàn gỗ sồi.
1540	Why don't we go home?	5760	Sao mình không đi về đi?
1544	One million people lost their lives in the war.	5761	Một triệu người đã ngã xuống trong cuộc chiến đó.
1550	Democracy is the worst form of government, except all the others that have been tried.	5762	Trong tất cả các loại hình chính phủ, dân chủ là tệ nhất, trừ mọi chính phủ mà đã tồn tại từ xưa đến giờ.
1552	It wasn't me, commissioner!	5763	Sếp à, không phải tôi đâu!
1553	Oh, my white pants! And they were new.	5764	Kìa mấy cái quần trắng của mình! Vẫn còn mới!
1555	When I left the train station, I saw a man.	5765	Khi tôi ra khỏi ga xe lửa, tôi gặp một gã đàn ông.
1559	Well, the night is quite long, isn't it?	5766	Đêm cũng dài quá ha?
1561	Did you miss me?	5767	Có nhớ tôi không?
1564	Thank you very much!	5768	Cám ơn bạn nhiều nghe!
1569	Round trip? Only one-way.	5770	Vé khứ hồi phải không? Một chiều thôi.
1573	Pull into shape after washing.	5771	Xếp gọn gàng sau khi giặt xong.
1574	Wash before first wearing.	5772	Giặt trước khi mặc lần đầu.
1575	Don't open before the train stops.	5773	Đừng mở trước khi xe lửa ngừng lại.
1579	Oh, I'm sorry.	5774	Ờ, xin lỗi nghe.
1583	Poor is not the one who has too little, but the one who wants too much.	5775	Người nghèo không phải là người có quá ít mà là người muốn quá nhiều.
1584	Seeing that you're not surprised, I think you must have known.	5776	Anh có vẻ không bất ngờ nhỉ, chắc anh đã biết cả rồi.
1585	How long does it take to get to the station?	5777	Mất bao nhiêu thời gian để đi từ đay tới ga?
1586	This will be a good souvenir of my trip around the United States.	5778	Cái này sẽ là một kỷ niệm tốt của cuộc du ngoạn xung quanh nước Mỹ.
1589	It is difficult to keep up a conversation with someone who only says "yes" and "no".	5780	Rất là khó để nói chuyện với một người luôn luôn trả lời "Có" hay "Không".
1595	"How do you feel?" he inquired.	5782	"Bạn thấy sao?" anh ấy hỏi.
1596	It's quite difficult to master French in 2 or 3 years.	5783	Rất là khó để thành thạo tiếng Pháp trong hai hay ba năm.
1597	It's impossible for me to explain it to you.	5784	Tôi không thế nào giải nghĩa cho bạn được.
1598	I don't want to spend the rest of my life regretting it.	5785	Tôi không muốn cả đời hối tiếc vì chuyện này.
1600	I would never have guessed that.	5786	Tôi cũng không đoán được.
1601	Imagination affects every aspect of our lives.	5787	Sự tưởng tượng ảnh hưởng đến mọi khía cạnh cuộc sống của chúng ta.
1612	We can't sleep because of the noise.	5788	Chúng tôi không ngủ được vì ồn quá.
1615	Do whatever he tells you.	5789	Tốt nhất là hãy làm theo mọi thứ anh ấy nói với bạn.
1617	It took me more than two hours to translate a few pages of English.	5790	Tôi tốn hơn hai tiếng để dịch vài trang tiếng Anh.
1618	It is already eleven.	5791	Đã mười một giờ rồi.
1627	Paris is the most beautiful city in the world.	5792	Paris là một thành phố đẹp nhất thế giới.
1630	I have a dream.	5793	Tôi có ước mơ.
1631	This is my friend Rachel. We went to high school together.	5794	Đây là bạn tôi tên Rachel, chúng tôi học trường trung học với nhau.
1632	The cost of life increased drastically.	5795	Giá sinh hoạt đã nhất loạt tăng.
1635	But the universe is infinite.	5796	Nhưng mà vũ trụ là vô tận.
1637	And yet, the contrary is always true as well.	5797	Nhưng, sự trái ngược cũng luôn luôn có lý.
1642	You're by my side; everything's fine now.	5798	Có em bên cạnh thì bây giờ mọi thứ đều ổn cả rồi.
1643	What do you mean you don't know?!	5799	Ý cậu là cậu không biết hả?!
1644	You look stupid.	5800	Bạn nhìn ngốc quá.
1649	How do you say that in Italian?	5802	Trong tiếng Ý cái đó nói thế nào?
1650	I have to go shopping. I'll be back in an hour.	5801	Tôi đi mua sắm một chút. Một tiếng sau trở lại.
1653	Thanks, that's all.	5803	Cám ơn. Thôi nhé.
1659	It's not my fault!	5804	Không phải lỗi của tôi!
1664	Open your mouth!	5805	Mở miệng ra!
1666	I have lost my wallet.	510359	Tôi bị mất ví.
1674	There are too many things to do!	5806	Có nhiều thứ để làm quá!
1679	Thanks to you I've lost my appetite.	5808	Nhờ ơn của bạn tôi hết còn thèm ăn.
1680	I really need to hit somebody.	5809	Tôi muốn đấm ai đó cho thỏa thích.
1681	Who doesn't know this problem?!	5810	Ai lại không biết về vấn đề này?!
1688	It's so hot that you could cook an egg on the hood of a car.	5811	Nóng đến nỗi mà có thể luộc trứng trên nóc xe.
1690	Nobody came.	5812	Không ai tới hết.
1698	Look at me when I talk to you!	5813	Làm ơn nhìn mặt tôi khi nói chuyện!
1700	What if you gave a speech and nobody came?	5814	Nếu bạn phát biểu nhưng không ai tới thì sao?
1711	And what are we going to do?	5816	Còn chúng tôi làm gì?
1712	I have a headache.	5817	Tôi bị nhức đầu.
1714	I must admit that I snore.	5818	Tôi phải nhận là tôi có ngáy...
1721	My shoes are too small. I need new ones.	5819	Giày của tôi bé quá, tôi cần đôi mới.
1722	We're getting out of here. The cops are coming.	5820	Mau rời khỏi đây. Cảnh sát tới bây giờ.
1723	Merry Christmas!	5821	Chúc mừng giáng sinh!
1725	"If you're tired, why don't you go to sleep?" "Because if I go to sleep now I will wake up too early."	5822	"Nếu mệt thì ngủ một chút đi?" "Bây giờ mà ngủ thì sẽ dậy sớm lắm."
1740	When you're trying to prove something, it helps to know it's true.	5823	Nếu muốn chứng minh điều gì thì trước hết phải biết là nó đúng đã.
1746	Anything that can be misunderstood will be.	5824	Cái gì dễ bị hiểu lầm thì sẽ luôn như vậy thôi.
1754	I'm starving!	5825	Tôi đói quá rồi!
1757	I have so much work that I will stay for one more hour.	5826	Tôi còn nhiều việc phải làm quá, chắc phải ở lại thêm một tiếng đồng hồ nữa.
1758	I am married and have two children.	5827	Tôi có chồng và hai đứa con.
1761	I'd like to study in Paris.	5828	Tôi muốn đi du học ở Paris.
1763	Why don't you eat vegetables?	5829	Sao không ăn rau vậy?
1766	The car crashed into the wall.	5830	Cái xe đã đụng vô tường.
1766	The car crashed into the wall.	1575816	Chiếc xe hơi đã đâm vào tường.
1766	The car crashed into the wall.	1575817	Chiếc xe ô tô đã đâm vào tường.
1776	Who searches, finds.	5831	Tìm thì sẽ thấy.
1779	"Have you finished?" "On the contrary, I have not even begun yet."	5832	"Xong chưa vậy?" "Tôi còn chưa bắt đầu nữa mà."
1780	"Good morning", said Tom with a smile.	5833	"Chào buổi sáng" Tom mỉm cười và nói.
1784	I don't understand German.	509558	Tôi không hiểu tiếng Đức.
1786	I give you my word.	5834	Tôi hứa.
1801	I find foreign languages very interesting.	5835	Tôi thấy ngoại ngữ rất thú vị.
1804	Face life with a smile!	5836	Đối mặt sự sống với một nụ cười!
1806	You make me dream.	5837	Bạn khiến tôi mơ đấy.
1809	The vacation is over now.	5838	Kỳ nghỉ từ đây kết thúc.
1811	Evening dress is desired.	5839	Đầm dạ hội luôn được mong chờ.
1813	It's cold.	5840	Lạnh.
1814	I'm thirsty.	5841	Tôi khát nước.
1815	When I ask people what they regret most about high school, they nearly all say the same thing: that they wasted so much time.	5842	Khi tôi hỏi mọi người điều gì khiến họ cảm thấy tiếc nuối khi còn đi học thì phần đông đều trả lời rằng họ đã lãng phí quá nhiều thời gian.
1819	You did this intentionally!	5843	Bạn cố ý làm phải không!
1820	You didn't tell him anything?	5844	Bạn không nói với anh ấy cái gì à?
1824	Could you call again later, please?	5845	Bạn có thể gọi lại được không?
1825	Who am I talking with?	5846	Tôi đang nói chuyện với ai đây?
1826	I accept, but only under one condition.	5847	Tôi chấp nhận, nhưng có một điều kiện.
1860	I don't want to go to school.	3633469	Tôi không muốn đi học.
1860	I don't want to go to school.	3633470	Tôi không muốn đến trường.
1861	It's over between us. Give me back my ring!	5849	Chuyện giữa chúng ta kết thúc rồi. Trả lại tôi chiếc nhẫn!
1863	I was planning on going to the beach today, but then it started to rain.	5851	Tôi tính đi ra biển chơi nhưng trời lại bắt đầu mưa.
1864	She's really smart, isn't she?	5852	Cô ấy thông minh lắm phải không?
1867	Justice is expensive.	5853	Công lý rất đắt.
1874	Tomorrow, I'm going to study at the library.	5854	Ngày mai tôi sẽ học ở thư viện.
1875	Too late.	5855	Muộn quá.
1878	Hello? Are you still here?	5856	Này, này, bạn còn ở đó không?
1881	I read a book while eating.	5857	Tôi đọc sách lúc ăn cơm.
1883	I started learning Chinese last week.	5859	Tuần trước tôi mới bắt đầu học tiếng Trung quốc.
1891	She doesn't want to talk about it.	5862	Cô ấy không muốn nói về chuyện đấy.
1895	It doesn't mean anything!	5865	Cái đó không có ý nghĩa gì hết mà!
1896	Be patient please. It takes time.	5866	Làm ơn kiên nhẫn một chút đi, cái này phải tốn thì giờ.
1899	If there's no solution, then there's no problem.	5867	Không tồn tại vấn đề mà không có giải pháp.
1921	Most people have a great disinclination to get out of bed early, even if they have to.	5868	Rất nhiều người ngại dậy sớm, cho dù họ phải làm điều đó.
1924	It is good to have ideals... don't you think?	5869	Có lý tưởng là điều tốt... bạn nghĩ sao?
1944	As the plane was approaching turbulence, the pilot asked the passengers aboard the plane to fasten their seat belts.	5870	Lúc máy bay gặp gió xoáy, phi công yêu cầu hành khách thắt dây an toàn.
1953	It depends what you mean by "believe" in God.	5871	Tùy theo bạn cách nghĩa sự "tin" Chúa là sao.
1957	The people who come on the Maury Povich show often make pretentious claims about their lovers cheating on them.	5872	Những người tham gia chương trình Maury Povich thường giả vờ rằng người yêu đang lừa dối họ.
1964	My friends say I'm a prolific writer, but I haven't written anything for months.	5873	Bạn bè tôi nói tôi là người viết nhiều nhưng mấy tháng rồi tôi chưa viết cái gì hêt.
1970	Johnson is a recluse; he prefers to isolate himself from the rest of the students in our class.	5874	Johnson là người hơi tự kỉ; anh ấy thích tách biệt mình với các học sinh khác trong lớp.
1984	Tim is a huge fan of satirical comedy.	5876	Tim rất thích truyện cười mỉa mai.
1993	Jimmy tried to cajole his parents into letting him drive across the country with his friends.	5877	Jimmy cố thuyết phục bố mẹ để anh có thể đi vòng quanh đất nước với bạn.
2005	I cannot dance one single step of Salsa.	5878	Một bước Salsa tôi cũng không nhảy được.
2009	The murderer was convicted and sentenced to life in prison.	5879	Thằng giết người bị xử tù chung thân.
2012	The consensus indicates that we are opposed to the proposed idea.	5880	Cuộc biểu quyết chỉ ra rằng chúng ta phản đối ý kiến được đưa ra.
2015	I find words with concise definitions to be the easiest to remember.	5881	Tôi thấy những từ mà giải thích ngắn gọn thì luôn dễ nhớ nhất.
2022	I dreamt about you.	5882	Tôi mơ đến bạn.
2024	I won't lose!	5883	Tôi không thua đâu!
2026	Classes are starting again soon.	5884	Sắp vô tiết rồi.
2031	But you've never told me about this!	5885	Nhưng bạn chưa nói tôi về chuyện này mà!
2035	I have to do laundry while it's still sunny.	5886	Tôi phải giặt đồ trong khi trời còn nắng.
2037	You had plenty of time.	5887	Bạn còn rất nhiều thời gian.
2039	Come on! Talk to me, Trang.	5888	Thôi nào! Nói chuyện với mình đi Trang.
2040	I'm almost done.	5889	Tôi sắp xong rồi.
2046	It's driving me crazy.	5890	Cái này làm tôi phát điên mất!
2047	Did you say that I could never win?	5891	Bạn vừa nói rằng tôi không thể thắng được à?
2048	It's all dark outside.	5892	Bên ngoài trời rất tối.
2055	I am too old for this world.	5893	Tôi đã quá già cho thế giới này.
2061	It is never too late to learn.	5894	Không bao giờ trễ quá để học hỏi.
2063	He told me the story of his life.	5895	Anh ấy nói với tôi chuyện đời của anh.
2066	What are you talking about?	5896	Bạn đang nói cái gì vậy?
2075	I have class tomorrow.	5897	Tôi có lớp ngày mai.
2076	I can't believe it!	5898	Tôi không tin!
2077	"Thank you." "You're welcome."	5899	"Cám ơn." "Không có chi."
2079	Winter is my favorite season.	3534096	Mùa đông là mùa tôi thích nhất.
2084	We walked a lot.	5902	Chúng tôi đã đi bộ rất nhiều.
2087	Hold on, someone is knocking at my door.	5903	Chờ tí, có ai đang gõ cửa.
2089	He's sleeping like a baby.	407109	Anh ấy ngủ say như một đứa bé.
2092	You're sick. You have to rest.	5904	Bạn bị ốm rồi, nghỉ ngơi cho nhiều đi.
2099	Everyone would like to believe that dreams can come true.	5905	Ai cũng muốn tin rằng mọi giấc mơ đều có thể trở thành hiện thực.
2101	The world doesn't revolve around you.	1574543	Thế giới không quay quanh bạn.
2101	The world doesn't revolve around you.	1574544	Thế giới không quay quanh mày.
2103	Are you saying my life is in danger?	5906	Cậu nói rằng tôi đang gặp nguy hiểm đến tính mạng sao?
2107	So what if I am gay? Is it a crime?	5907	Bị gay thì sao? Cái đó cũng là tội à?
2114	I spent the whole afternoon chatting with friends.	5908	Tôi tốn hết buổi chiều tán chuyện với đám bạn.
2115	I want to be more independent.	5909	Tôi muốn tự lập hơn.
2116	Are you just going to stand there all day?	5910	Cậu định đứng đó cả ngày hay sao?
2117	A rabbit has long ears and a short tail.	5911	Thỏ có tai dài và đuôi ngắn.
2118	My heart was filled with happiness.	5912	Tim tôi tràn ngập hạnh phúc.
2122	I don't want to hear any more of your complaining.	5913	Tôi không muốn nghe thêm bất kì lời than vãn nào từ cậu nữa.
2128	Yes! I won twice in a row!	5914	Hay quá! Tôi thắng hai lần liền!
2129	I'm tired of eating fast food.	5915	Tôi ngán thức ăn nhanh quá rồi.
2131	I can't wait to go on a vacation.	5916	Tôi không đợi được tới lúc nghỉ hè.
2134	Can you imagine what our lives would be like without electricity?	5917	Bạn có thể hình dung được cuộc sống sẽ như thế nào nếu không có điện không?
2136	Where is the bathroom?	5919	Nhà vệ sinh ở đâu vậy?
2139	His story was too ridiculous for anyone to believe.	5920	Chuyện của nó tào lao đến nỗi chẳng ai tin được.
2140	How many hours of sleep do you need?	5921	Bạn cần bao nhiêu tiếng đồng hồ để ngủ vậy?
2144	Do you think mankind will someday colonize the Moon?	5922	Bạn thực sự nghĩ rằng con người một ngày nào đó có thể định cư trên Mặt trăng không?
2148	I don't know what is worse.	5923	Tôi không biết cái gì có thể xấu hơn nữa.
2151	Beauty lies in the eyes of the one who sees.	5924	Vẻ đẹp chỉ tồn tại trong mắt của những người hiểu được nó.
2155	I'm too lazy to do my homework.	5925	Tôi lười làm bài quá.
2158	I feel that I am free.	5926	Tôi cảm thấy mình rất tự do.
2159	Freedom is not free.	5927	Tự do không đồng nghĩa với được tự do.
2161	I want an MP3 player!	5928	Tôi muốn có máy MP3!
2162	My brother is very important. At least he thinks he is.	5929	Em trai tôi rất là tự tin. Ít nhất chính nó nghĩ như vậy.
2167	No, I cannot let you in, there's one person too many.	5930	Không, tôi không cho bạn vào được. Đã nhiều người quá rồi.
2168	Where are you?	3484765	Bạn đang ở đâu?
2174	You piss me off!	5931	Mày làm tao tức quá!
2178	To share one's passion is to live it fully.	5932	Chia sẻ đam mê của ai đó chính là sống thật trọn vẹn với nó.
2181	Life is not long, it is wide!	5933	Cuộc đời không dài nhưng rộng!
2182	When I was your age, Pluto was a planet.	5934	Hồi tôi bằng tuổi cậu, Diêm Vương vẫn còn là một hành tinh.
2190	I usually take a shower in the evening.	5935	Tôi thường tắm vào buổi tối.
2192	You have been thinking about this problem the whole morning. Take a break; go eat lunch.	5936	Bạn đã suy nghĩ về vấn đề này hết cả buổi sáng rồi. Đi ăn trưa đi.
2193	If I don't do it now, I never will.	5937	Nếu tôi không làm bay giờ thì tôi sẽ không bao giờ làm hết.
2194	Good night. Sweet dreams.	5938	Ngủ ngon. Chúc bạn nhiều giấc mơ đẹp.
2197	Perhaps you are right, I have been selfish.	5939	Có lẽ bạn nói đúng, tôi đã quá ích kỷ.
2208	I'm running out of ideas.	5940	Tôi sắp cạn ý tưởng rồi.
2220	There are also nightclubs where you dance flamenco.	1550473	Cũng có những hộp đêm mà bạn có thể nhảy flamenco.
2249	I need your advice.	5941	Tôi cần lời chỉ bảo của bạn.
2344	Better late than never.	612783	Chậm còn hơn không.
2345	Like father, like son.	612765	Cha nào con nấy.
2386	Don't listen to him, he's talking nonsense.	3309238	Đừng nghe nó, nó đang nói nhảm.
2424	Don't forget the ticket.	510361	Xin đừng quên vé.
6143	During winter I sleep with two blankets.	1581190	Suốt mùa đông, tôi ngủ với hai cái chăn
9588	You have to learn standard English.	1570315	Bạn phải học tiếng Anh tiêu chuẩn.
9588	You have to learn standard English.	1570316	Bạn phải học tiếng Anh chuẩn.
15812	All you have to do is follow his advice.	488940	Mọi thứ bạn phải làm là thực hiện theo lời khuyên của anh ấy.
15881	You know the answer?	1514959	bạn có biết câu trả lới không?
15881	You know the answer?	1514961	bạn có biết đáp án không?
16115	You did not come to school yesterday.	1542034	Hôm qua bạn không đi học.
16229	Have you ever read any Chinese poems?	1547598	Bạn đã từng đọc thơ Trung Quốc nào chưa?
16275	What do you want now?	1552944	Bạn muốn gì nào?
16275	What do you want now?	1552945	Bây giờ anh muốn cái gì?
16275	What do you want now?	1552946	Bây giờ mày muốn cái gì?
16275	What do you want now?	1552947	Bây giờ chị muốn cái gì?
16344	You have a good sense of humor.	3331491	Bạn có tính hài hước tốt.
16358	All you have to do is to work harder.	1563757	Những gì bạn phải làm là làm việc chăm chỉ hơn.
16442	How tall you are!	1549296	Bạn cao thiệt!
16470	Which club do you belong to?	1547280	Bạn ở trong câu lạc bộ nào vậy?
16606	You shouldn't have eaten the fish raw.	1547264	Đáng lẽ bạn không nên ăn cá sống.
16691	Can you make sense of this poem?	1547600	Bạn có thể giải thích nghĩa của bài thơ này không?
16760	You are always as busy as a bee.	1550436	Mày lúc nào cũng chăm chỉ như con ong.
16760	You are always as busy as a bee.	1550438	Bạn lúc nào cũng chăm chỉ như một con ong.
16836	It is better for you to do it now.	510218	Làm điều đó ngay bây giờ thì sẽ tốt hơn cho bạn.
16858	Omit needless words!	836932	Đừng nói cái không cần thiết phải nói.
16927	Your hair really does look untidy.	1558420	Tóc của mày thật sự trông bù xù.
17084	Compared with yours, my car is small.	836941	So với chiếc xe của anh, xe tôi nhỏ hơn.
17091	Your question is not relevant to the subject.	3468372	Câu hỏi của bạn không liên quan gì đến chủ đề.
17144	Your essay has some mistakes, but as a whole it is very good.	1542939	Bài luận của bạn có vài lỗi, nhưng tổng thể thì làm rất tốt.
17222	I can not make out at all what you say.	1543747	Tôi chẳng hiểu bạn nói gì hết.
17401	I took your umbrella by mistake.	3486777	Tôi đã cầm nhầm cây dù của bạn.
17759	I cannot approve of your going out with him.	1563985	Tôi không tán thành việc bạn đi chơi với anh ấy.
17759	I cannot approve of your going out with him.	1563987	Tao không tán thành việc mày đi chơi với nó.
17840	I don't have as much money as you think.	1558382	Tôi không có nhiều tiền như bạn nghĩ.
17840	I don't have as much money as you think.	1558383	Tao không có nhiều tiền như mày nghĩ.
17962	I am not any more foolish than you are.	837198	Tôi không ngu ngốc vì em nữa đâu.
17966	I will help him no matter what you say.	837199	Tôi sẽ giúp anh ta bất kể bạn nói gì.
17993	It is a great pity that you don't know it.	837200	Quá tiếc khi bạn không biết nó.
17996	It is right that you should write it.	837201	Đúng ra là bạn nên viết nó ra.
18043	I had no notion that you were coming.	1541881	Tôi không hề biết là anh sẽ đến.
18118	The shoes are worn out.	1571470	Đôi giày đã sờn cũ.
18189	How far is it to the airport?	510363	Đến sân bay xa bao nhiêu?
18200	Where do I get an airport bus?	490771	Tôi có thể tìm một chiếc xe buýt đưa đón cho sân bay ở đâu?
18201	How long does the airport bus take to the airport?	510366	Xe buýt sân bay tới sân bay mất bao nhiêu lâu?
18352	Is there a vacant seat?	1551991	Có ghế nào trống không?
18659	Why didn't modern technology develop in China?	1542969	Tại sao công nghệ hiện đại lại không phát triển ở Trung Quốc?
18911	To my surprise, he got married to a very beautiful actress.	1542998	Tôi bất ngờ vì anh ta lại kết hôn với một nữ diễn viên rất xinh đẹp.
18944	Don't scare me like that!	488936	Đừng dọa tôi như vậy nữa!
19091	All the church bells started ringing together.	1575815	Tất cả chiếc chuông nhà thờ đồng loạt bắt đầu vang lên.
19234	A strong yen is shaking the economy.	1550431	Đồng yên mạnh đang khuynh đảo nền kinh tế.
19288	You should visit Kyoto, which is famous for its old temples and shrines.	2654702	Bạn nên đến Tokyo, nơi nổi tiếng với những địa danh như ngôi chùa cổ, đền Shinto...
19653	There seems no need to hurry.	1074357	Ở đó dường như không cần phải vội đâu.
19654	We needn't have hurried.	1074377	Chúng ta không cần vội.
19782	During the vacation, I read the entire works of Milton.	3468198	Trong chuyến đi nghỉ, tôi đọc toàn bộ các tác phẩm của Milton.
20086	All that glitters is not gold.	1550788	Mớ kim loại đó không phải vàng.
20097	You are beautiful.	1541706	Bạn đẹp quá.
20494	You should see this film if you get the opportunity.	506795	Bạn nên xem phim này nếu có cơ hội.
20849	Don't laugh at him for making a mistake.	3681149	Đừng cười nó vì đã phạm sai lầm.
20850	To make mistakes is not always wrong.	1542143	Gây ra lỗi lầm không phải lúc nào cũng là điều sa trái.
20927	I want to get a sightseeing visa.	1818184	Tôi muốn có một thị thực du lịch.
21003	I want something sweet.	1541932	Tôi muốn thứ gì đó ngọt.
21040	I don't want to let my emotions out.	3060524	Tôi không muốn biểu lộ tình cảm.
